Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,CustomerStatus,ChurnLabel,ChurnScore,CLTV,ChurnCategory,ChurnReason
Male,67,No,Yes,No,No,0,No,0,9,No Offer,Yes,30.8,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0.0,0,277.2,1009.7,2,Churned,Yes,83,5745,Attitude,Attitude of support person
Female,78,No,Yes,No,No,0,No,0,5,No Offer,Yes,42.33,No,Yes,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.55,349.65,0.0,0,211.65,561.3,1,Churned,Yes,90,4028,Competitor,Competitor had better devices
Male,65,No,Yes,No,No,0,No,0,22,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,2082.95,0.0,100,883.96,3066.91,1,Churned,Yes,93,4458,Competitor,Competitor made better offer
Male,74,No,Yes,No,No,0,No,0,19,Offer D,Yes,39.97,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.2,1775.8,0.0,0,759.43,2535.23,1,Churned,Yes,69,5683,Competitor,Competitor had better devices
Male,70,No,Yes,No,No,0,No,0,15,Offer D,Yes,46.38,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.65,1146.65,0.0,0,695.7,1842.35,3,Churned,Yes,96,2099,Attitude,Attitude of support person
Male,69,No,Yes,No,No,0,No,0,1,No Offer,Yes,11.34,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,74.7,0.0,0,11.34,86.04,1,Churned,Yes,88,3348,Competitor,Competitor had better devices
Female,76,No,Yes,No,No,0,No,0,1,No Offer,No,0.0,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,25.8,25.8,0.0,20,0.0,45.8,1,Churned,Yes,90,3884,Competitor,Competitor had better devices
Male,71,No,Yes,No,No,0,No,0,10,Offer D,Yes,41.37,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,0.0,0,413.7,1312.05,1,Churned,Yes,75,5353,Competitor,Competitor made better offer
Female,76,No,Yes,No,No,0,No,0,3,No Offer,Yes,30.14,No,Yes,DSL,6,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.0,127.1,0.0,10,90.42,227.52,3,Churned,Yes,77,4145,Competitor,Competitor made better offer
Male,77,No,Yes,Yes,No,0,Yes,1,12,Offer D,Yes,6.97,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0.0,0,83.64,1033.84,2,Churned,Yes,69,5374,Competitor,Competitor made better offer
Male,74,No,Yes,No,No,0,No,0,2,No Offer,Yes,6.51,No,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,0.0,0,13.02,178.42,2,Churned,Yes,81,2803,Competitor,Competitor made better offer
Male,77,No,Yes,No,No,0,No,0,1,No Offer,Yes,49.6,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.8,88.8,0.0,10,49.6,148.4,1,Churned,Yes,91,3106,Competitor,Competitor made better offer
Male,76,No,Yes,Yes,No,0,Yes,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.46,1,Churned,Yes,82,3861,Competitor,Competitor made better offer
Female,77,No,Yes,No,No,0,No,0,23,Offer D,Yes,31.17,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,2293.6,0.0,0,716.91,3010.51,2,Churned,Yes,95,2740,Competitor,Competitor made better offer
Female,80,No,Yes,Yes,No,0,Yes,1,17,Offer D,Yes,36.82,Yes,Yes,Fiber Optic,6,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,0.0,0,625.94,2089.39,1,Churned,Yes,90,3209,Competitor,Competitor made better offer
Male,68,No,Yes,No,No,0,No,0,17,No Offer,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0.0,0,695.81,1466.41,1,Churned,Yes,93,3797,Competitor,Competitor made better offer
Female,79,No,Yes,No,No,0,No,0,42,No Offer,Yes,9.53,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.65,3541.35,0.0,0,400.26,3941.61,2,Churned,Yes,90,4871,Competitor,Competitor made better offer
Male,65,No,Yes,No,No,0,No,0,1,No Offer,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0.0,0,42.3,121.4,3,Churned,Yes,92,5001,Competitor,Competitor made better offer
Male,68,No,Yes,No,No,0,No,0,1,Offer E,Yes,39.78,No,Yes,Cable,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.15,50.15,0.0,0,39.78,89.93,2,Churned,Yes,91,3438,Competitor,Competitor made better offer
Female,72,No,Yes,No,No,0,No,0,1,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,34.51,104.11,1,Churned,Yes,96,3438,Competitor,Competitor had better devices
Female,66,No,Yes,No,No,0,No,0,41,No Offer,Yes,27.95,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,4689.5,0.0,0,1145.95,5835.45,1,Churned,Yes,89,3380,Attitude,Attitude of support person
Male,68,No,Yes,No,No,0,No,0,13,No Offer,Yes,26.11,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.5,1201.15,29.84,140,339.43,1650.74,1,Churned,Yes,76,5394,Competitor,Competitor had better devices
Male,69,No,Yes,Yes,No,0,Yes,1,32,No Offer,Yes,5.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,49.57,0,191.68,2784.16,1,Churned,Yes,94,4584,Attitude,Attitude of support person
Male,76,No,Yes,Yes,No,0,Yes,1,32,No Offer,Yes,49.6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.3,2661.1,0.0,0,1587.2,4248.3,1,Churned,Yes,75,2712,Competitor,Competitor had better devices
Male,70,No,Yes,Yes,No,0,Yes,1,57,No Offer,No,0.0,No,Yes,Cable,3,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,2572.95,12.07,0,0.0,2560.88,2,Churned,Yes,82,5172,Attitude,Attitude of support person
Male,71,No,Yes,No,No,0,No,0,1,Offer E,Yes,15.28,No,Yes,Cable,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.1,45.1,0.0,0,15.28,60.38,2,Churned,Yes,79,4499,Attitude,Attitude of support person
Male,75,No,Yes,No,No,0,No,0,1,Offer E,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,0.0,0,0.0,43.3,3,Churned,Yes,91,4972,Other,Poor expertise of online support
Female,67,No,Yes,No,No,0,No,0,38,No Offer,Yes,26.1,No,Yes,DSL,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,2250.65,0.0,0,991.8,3242.45,1,Churned,Yes,75,3110,Attitude,Attitude of support person
Female,65,No,Yes,Yes,No,0,Yes,1,35,No Offer,Yes,15.98,Yes,Yes,Cable,22,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0,559.3,4212.65,1,Churned,Yes,81,4745,Attitude,Attitude of support person
Female,80,No,Yes,No,No,0,No,0,1,Offer E,Yes,15.24,No,Yes,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.1,45.1,0.0,0,15.24,60.34,1,Churned,Yes,70,2740,Competitor,Competitor had better devices
Male,71,No,Yes,Yes,No,0,Yes,1,30,No Offer,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0.0,0,139.5,1667.0,3,Churned,Yes,83,4795,Attitude,Attitude of support person
Female,70,No,Yes,No,No,0,No,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0.0,0,61.35,439.75,3,Churned,Yes,65,4054,Attitude,Attitude of support person
Male,73,No,Yes,No,No,0,No,0,1,Offer E,Yes,30.17,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,93.55,0.0,0,30.17,123.72,1,Churned,Yes,81,5536,Competitor,Competitor made better offer
Male,78,No,Yes,Yes,No,0,Yes,1,58,No Offer,Yes,49.38,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0,2864.04,9151.29,1,Churned,Yes,91,4739,Competitor,Competitor made better offer
Female,76,No,Yes,No,No,0,No,0,16,No Offer,Yes,17.51,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.31,2,Churned,Yes,91,5136,Attitude,Attitude of support person
Female,73,No,Yes,No,No,0,No,0,1,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,2,Churned,Yes,94,3208,Competitor,Competitor made better offer
Female,68,No,Yes,Yes,No,0,Yes,1,5,Offer E,Yes,47.28,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10,236.4,577.41,1,Churned,Yes,91,4287,Competitor,Competitor made better offer
Male,79,No,Yes,No,No,0,No,0,21,No Offer,Yes,42.27,No,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,2030.3,10.2,0,887.67,2907.77,1,Churned,Yes,87,4317,Dissatisfaction,Product dissatisfaction
Female,67,No,Yes,No,No,0,No,0,43,No Offer,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,0.0,0,1368.69,5969.39,1,Churned,Yes,86,2833,Competitor,Competitor made better offer
Female,69,No,Yes,Yes,No,0,Yes,1,32,No Offer,Yes,33.74,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931.0,17.88,0,1079.68,3992.8,3,Churned,Yes,90,5247,Competitor,Competitor made better offer
Female,72,No,Yes,No,No,0,No,0,1,Offer E,Yes,18.2,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55,70.55,0.0,0,18.2,88.75,3,Churned,Yes,82,2146,Attitude,Attitude of service provider
Male,75,No,Yes,Yes,No,0,Yes,1,29,No Offer,Yes,25.78,Yes,Yes,Fiber Optic,28,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.5,3004.15,37.55,40,747.62,3754.22,3,Churned,Yes,72,5137,Attitude,Attitude of service provider
Male,67,No,Yes,Yes,No,0,Yes,1,13,No Offer,Yes,31.7,Yes,Yes,Cable,6,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65,48.09,0,412.1,1597.66,1,Churned,Yes,90,2982,Competitor,Competitor had better devices
Male,72,No,Yes,Yes,No,0,Yes,1,7,No Offer,Yes,8.92,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4,527.9,32.46,0,62.44,557.88,3,Churned,Yes,96,4969,Attitude,Attitude of service provider
Female,68,No,Yes,No,No,0,No,0,2,No Offer,Yes,21.57,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0.0,0,43.14,222.39,1,Churned,Yes,80,3685,Competitor,Competitor had better devices
Female,68,No,Yes,No,No,0,No,0,1,No Offer,Yes,43.61,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.3,91.3,0.0,0,43.61,134.91,3,Churned,Yes,71,2371,Attitude,Attitude of service provider
Male,75,No,Yes,Yes,No,0,Yes,1,7,No Offer,Yes,16.05,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.1,467.55,20.23,0,112.35,559.67,2,Churned,Yes,83,3669,Attitude,Attitude of service provider
Male,74,No,Yes,Yes,No,0,Yes,1,57,No Offer,Yes,49.91,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,5427.05,12.59,0,2844.87,8259.33,2,Churned,Yes,86,6259,Attitude,Attitude of support person
Female,78,No,Yes,Yes,No,0,Yes,4,1,No Offer,Yes,17.35,Yes,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0.0,0,17.35,118.15,1,Churned,Yes,65,3128,Attitude,Attitude of service provider
Male,66,No,Yes,Yes,No,0,Yes,2,17,No Offer,Yes,1.05,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,1,Churned,Yes,92,3266,Competitor,Competitor had better devices
Female,73,No,Yes,No,No,0,No,0,3,No Offer,Yes,18.38,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,2,Churned,Yes,70,3561,Attitude,Attitude of service provider
Male,79,No,Yes,Yes,No,0,Yes,1,66,Offer A,Yes,28.86,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.5,6822.15,0.0,0,1904.76,8726.91,1,Churned,Yes,96,4479,Competitor,Competitor had better devices
Male,69,No,Yes,Yes,No,0,Yes,1,69,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0.0,0,3372.72,10690.92,3,Churned,Yes,73,4708,Attitude,Attitude of service provider
Female,65,No,Yes,Yes,No,0,Yes,2,15,No Offer,Yes,44.13,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,0.0,110,661.95,2030.25,3,Churned,Yes,70,2596,Competitor,Competitor made better offer
Female,68,No,Yes,No,No,0,No,0,56,No Offer,Yes,34.58,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,5510.65,0.0,0,1936.48,7447.13,3,Churned,Yes,93,5605,Attitude,Attitude of service provider
Female,79,No,Yes,No,No,0,No,0,21,No Offer,Yes,21.15,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.15,2417.9,2,Churned,Yes,73,4819,Competitor,Competitor made better offer
Female,80,No,Yes,No,No,0,No,0,1,No Offer,Yes,47.97,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,2,Churned,Yes,71,2825,Competitor,Competitor made better offer
Male,77,No,Yes,Yes,No,0,Yes,3,32,No Offer,Yes,7.92,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,0.0,0,253.44,3774.19,2,Churned,Yes,65,4113,Other,Moved
Female,65,No,Yes,Yes,No,0,Yes,1,40,No Offer,Yes,49.5,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.55,3640.45,0.0,0,1980.0,5620.45,1,Churned,Yes,95,5676,Competitor,Competitor had better devices
Male,66,No,Yes,No,No,0,No,0,2,No Offer,No,0.0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0.0,0,0.0,47.5,3,Churned,Yes,77,5573,Competitor,Competitor offered more data
Male,75,No,Yes,No,No,0,No,0,7,No Offer,Yes,39.51,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,0.0,0,276.57,823.52,3,Churned,Yes,70,2015,Competitor,Competitor made better offer
Female,74,No,Yes,No,No,0,No,0,31,No Offer,Yes,39.36,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0.0,0,1220.16,4406.81,3,Churned,Yes,96,5362,Competitor,Competitor made better offer
Female,80,No,Yes,No,No,0,No,0,14,No Offer,Yes,29.96,Yes,Yes,Fiber Optic,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.85,1531.4,0.0,0,419.44,1950.84,1,Churned,Yes,86,2292,Dissatisfaction,Product dissatisfaction
Male,74,No,Yes,No,No,0,No,0,15,No Offer,Yes,23.53,Yes,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.2,1133.9,43.31,0,352.95,1443.54,1,Churned,Yes,80,4553,Competitor,Competitor had better devices
Male,70,No,Yes,Yes,No,0,No,0,59,No Offer,Yes,10.78,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,5574.75,8.13,0,636.02,6202.64,2,Churned,Yes,85,5390,Price,Price too high
Male,76,No,Yes,Yes,No,0,Yes,3,46,No Offer,Yes,49.11,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.7,4541.2,46.64,0,2259.06,6753.62,1,Churned,Yes,72,5712,Dissatisfaction,Product dissatisfaction
Female,72,No,Yes,No,No,0,No,0,25,No Offer,Yes,36.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.7,2187.55,23.33,0,909.0,3073.22,3,Churned,Yes,82,4078,Dissatisfaction,Poor expertise of online support
Female,66,No,Yes,No,No,0,No,0,16,No Offer,Yes,32.11,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4,1581.2,47.2,0,513.76,2047.76,3,Churned,Yes,80,2688,Dissatisfaction,Poor expertise of phone support
Male,75,No,Yes,No,No,0,No,0,1,No Offer,Yes,41.2,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0.0,80,41.2,190.7,2,Churned,Yes,77,3273,Price,Price too high
Male,65,No,Yes,Yes,No,0,Yes,1,36,No Offer,Yes,24.54,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.25,3132.75,0.0,0,883.44,4016.19,2,Churned,Yes,82,3041,Dissatisfaction,Product dissatisfaction
Male,79,No,Yes,No,No,0,No,0,45,No Offer,Yes,10.67,No,Yes,DSL,17,Yes,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,62.7,2791.5,0.0,0,480.15,3271.65,1,Churned,Yes,92,2654,Dissatisfaction,Limited range of services
Male,73,No,Yes,No,No,0,No,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,2,Churned,Yes,91,4283,Price,Price too high
Male,79,No,Yes,No,No,0,No,0,39,Offer C,Yes,41.93,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.65,3759.05,0.0,150,1635.27,5544.32,1,Churned,Yes,65,4892,Other,Don't know
Female,70,No,Yes,Yes,No,0,Yes,1,31,Offer C,Yes,47.95,No,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,2,Churned,Yes,91,4050,Other,Don't know
Male,71,No,Yes,No,No,0,No,0,3,No Offer,Yes,30.25,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,231.8,0.0,0,90.75,322.55,1,Churned,Yes,67,2930,Competitor,Competitor had better devices
Male,69,No,Yes,No,No,0,No,0,1,No Offer,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,69.75,0.0,0,33.84,103.59,1,Churned,Yes,69,5057,Competitor,Competitor had better devices
Female,70,No,Yes,No,No,0,No,0,33,Offer C,Yes,17.24,Yes,Yes,Fiber Optic,25,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,110.45,3655.45,0.0,70,568.92,4294.37,1,Churned,Yes,80,3401,Dissatisfaction,Product dissatisfaction
Male,71,No,Yes,Yes,No,0,Yes,1,7,No Offer,Yes,42.92,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.89,2,Churned,Yes,90,2487,Attitude,Attitude of support person
Male,67,No,Yes,No,No,0,No,0,19,No Offer,Yes,16.78,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,1471.75,0.0,0,318.82,1790.57,3,Churned,Yes,65,3715,Dissatisfaction,Network reliability
Male,67,No,Yes,Yes,No,0,Yes,2,8,No Offer,Yes,26.99,No,Yes,Fiber Optic,2,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0,215.92,799.37,1,Churned,Yes,91,3443,Other,Don't know
Female,69,No,Yes,No,No,0,No,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.96,1,Churned,Yes,65,3269,Attitude,Attitude of support person
Male,75,No,Yes,No,No,0,No,0,10,Offer D,Yes,7.51,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,793.55,0.0,0,75.1,868.65,1,Churned,Yes,87,3856,Competitor,Competitor had better devices
Male,67,No,Yes,No,No,0,No,0,5,No Offer,Yes,45.72,No,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,2,Churned,Yes,66,2718,Attitude,Attitude of support person
Male,66,No,Yes,Yes,No,0,No,0,1,No Offer,Yes,38.78,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,1,Churned,Yes,96,4843,Competitor,Competitor had better devices
Female,67,No,Yes,No,No,0,No,0,10,Offer D,No,0.0,No,Yes,DSL,4,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,329.8,0.0,0,0.0,329.8,1,Churned,Yes,92,3244,Other,Deceased
Male,71,No,Yes,Yes,No,0,Yes,1,53,No Offer,Yes,21.67,Yes,Yes,Cable,6,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.05,3229.65,0.0,100,1148.51,4478.16,1,Churned,Yes,77,5271,Other,Moved
Male,74,No,Yes,Yes,No,0,Yes,1,16,Offer D,Yes,26.12,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17,1,Churned,Yes,81,2076,Competitor,Competitor had better devices
Female,70,No,Yes,No,No,0,No,0,9,No Offer,Yes,17.56,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,622.9,33.25,0,158.04,747.69,1,Churned,Yes,69,3145,Competitor,Competitor had better devices
Male,76,No,Yes,Yes,No,0,Yes,1,32,Offer C,Yes,43.51,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.9,3351.55,33.73,0,1392.32,4710.14,1,Churned,Yes,79,3966,Attitude,Attitude of support person
Male,67,No,Yes,Yes,No,0,Yes,1,1,No Offer,Yes,17.36,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,3,Churned,Yes,91,5429,Competitor,Competitor made better offer
Male,80,No,Yes,No,No,0,No,0,8,No Offer,Yes,14.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,560.85,0.0,0,119.12,679.97,1,Churned,Yes,88,3068,Dissatisfaction,Product dissatisfaction
Female,67,No,Yes,Yes,No,0,Yes,1,12,Offer D,Yes,30.63,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,1060.2,49.06,0,367.56,1378.7,3,Churned,Yes,90,2709,Dissatisfaction,Service dissatisfaction
